bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,price
3,2,2420,17859,1,0,1,5,1500,920,1979,0,795000
5,1.75,2460,6846,1.5,0,0,5,1340,1120,1911,1984,445000
3,1,1180,11862,1,0,0,4,1180,0,1948,0,397990
3,2.75,1900,6400,1,0,0,5,1410,490,1942,0,706000
3,3.25,1651,1779,2,0,0,3,1341,310,2008,0,363000
4,2.25,2130,11843,2,0,0,4,2130,0,1972,0,850000
2,1,1430,3000,1.5,0,0,3,1300,130,1929,0,620000
4,2.5,5730,44947,2,0,4,3,4280,1450,1991,0,1228000
4,2.5,1910,9244,1,0,0,4,1910,0,1963,0,333000
3,1.75,2110,11250,1,0,0,4,2110,0,1961,2001,743000
2,1.5,1630,3780,1,0,0,4,890,740,1940,2001,448000
4,2.5,2470,35073,2,0,0,3,2470,0,1989,0,485000
4,2.25,2640,31941,1,0,0,4,2640,0,1986,0,489950
5,2.75,2990,7420,2,0,0,3,2990,0,1996,0,498500
3,2.5,2120,9736,2,0,0,3,2120,0,1988,2000,531000
3,2.5,2050,6420,1,0,3,3,1730,320,1956,2001,670000
5,3,1880,5000,1,0,0,3,1100,780,1997,0,310000
3,3,2790,12523,2,1,4,4,1600,1190,1977,0,835000
4,2.5,3000,7500,2,0,0,3,3000,0,1937,1994,1688000
4,2.5,2140,7245,2,0,0,3,2140,0,2003,0,495000
3,2,1769,9300,1,0,0,4,1769,0,1955,2009,495000
3,1,1710,6556,1.5,0,0,4,1200,510,1926,1993,440000
1,0.75,420,6720,1,0,0,3,420,0,1922,2008,280000
4,2.5,3270,35445,2,0,0,3,3270,0,1989,0,1070000
4,2.5,2370,10858,2,0,0,3,2370,0,2003,0,1034500
4,2.5,1770,5855,2,0,0,3,1770,0,2003,0,248000
4,2.5,2210,8465,1,0,0,3,1490,720,1990,2009,294000
3,2.25,1710,4140,2,0,0,3,1710,0,2004,2003,561000
4,2,2710,4750,1,0,0,4,1460,1250,1919,1985,656500
3,3,2340,2970,2,0,0,5,2160,180,1925,0,660000
2,1,1220,17172,1,0,0,4,1220,0,1947,1988,370000
3,1,1060,9525,1,0,0,3,1060,0,1966,1963,349950
2,1,910,9869,1,0,0,3,910,0,1957,2000,223000
4,1.75,1880,3880,1.5,0,0,4,1090,790,1944,0,560000
4,1.75,1870,5200,2,0,0,4,1200,670,1937,0,594000
3,2.25,1480,5400,2,0,0,4,1480,0,1914,1945,600000
3,2.5,1880,7000,2,0,0,3,1880,0,1993,0,315000
4,1.75,1890,6000,1,0,0,4,1110,780,1947,1988,430000
3,2.75,1560,7392,1,0,0,5,1030,530,1972,0,440000
2,1.5,1070,1200,2,0,0,3,1070,0,1999,0,312500
5,4,4410,14380,2,0,0,3,4410,0,2006,0,1240000
3,3.25,1470,1235,2,0,0,3,1180,290,2008,0,300000
3,2.5,2570,3600,2.5,0,0,3,2570,0,2007,0,680000
2,2.25,1170,1011,2,0,0,3,1170,0,2009,0,336750
5,3.5,2320,4960,2,0,0,5,1720,600,1926,0,822500
4,3,2440,9600,2,0,0,5,2440,0,1961,0,589000
4,2.5,4120,22370,2,0,0,3,4120,0,1997,0,863000
2,1.75,1440,5680,1,0,0,4,1440,0,1978,2000,210000
3,1,1340,11070,1,0,0,4,1340,0,1978,2000,206135
6,3.75,3010,4360,2,0,0,3,2000,1010,2014,0,1125000
3,1.75,1840,8601,1,0,0,3,920,920,1905,2014,285000
2,1,930,7550,1,0,0,3,930,0,1986,0,230000
4,2.75,4070,115434,2,0,0,3,4070,0,2002,0,845000
3,1.75,1820,9545,1,0,0,3,1230,590,1976,0,350000
3,1,1280,8184,1.5,0,0,4,1280,0,1947,1988,304000
2,1,900,4600,1,0,0,3,900,0,1951,1994,370000
3,1.75,1980,13503,1,0,2,4,1320,660,1952,0,810000
4,2.25,2010,7575,1,0,0,3,1220,790,1974,0,440000
4,2.5,2750,4800,2,0,0,3,1960,790,1905,2005,1030000
4,2,3140,10875,1,0,1,3,1940,1200,1939,1969,775000
5,2.25,4200,5800,2.5,0,0,4,2910,1290,1906,1990,1335000
3,1.75,1900,8540,1,0,0,3,950,950,1980,0,235000
3,1,1830,3000,1.5,0,0,3,1430,400,1926,2003,499950
5,2.75,3320,23760,2,0,0,4,2190,1130,1975,0,622500
4,2.5,2700,10814,1,0,0,4,1560,1140,1966,0,300000
3,1,1290,6566,1,0,0,5,1290,0,1976,0,205000
3,1.75,1500,8173,1,0,0,3,1500,0,1997,0,435000
4,2.75,3650,48351,1.5,0,0,4,3650,0,1978,2000,697000
3,1,1270,6405,1.5,0,0,3,1270,0,1944,0,153000
4,2.25,2630,39000,2,0,0,3,2630,0,1979,2014,454000
2,1.5,1800,26615,1,0,0,5,1240,560,1987,0,345000
3,1,1870,2807,1.5,0,0,4,1580,290,1927,0,585000
4,2.5,2540,6365,2,0,0,3,1870,670,2000,0,380000
4,2.5,1930,8660,1,0,0,3,1120,810,1981,2013,250600
4,2.25,2770,13500,2,0,0,3,2770,0,1974,0,890000
4,2.5,2220,5338,2,0,0,3,2220,0,2001,0,370000
3,1.5,1650,9957,1,0,0,4,1100,550,1961,2001,369500
4,2.5,3670,54450,2,0,0,3,3670,0,1999,0,883000
4,2.5,3770,35081,2,0,0,3,3770,0,1989,0,950000
3,1.75,2350,20820,1,0,0,4,1800,550,1978,2000,615000
3,1.5,1210,5240,1,0,0,4,610,600,1983,0,305000
4,2.5,2010,7972,2,0,0,4,2010,0,1989,0,590000
3,2.5,1580,6065,2,0,0,3,1580,0,1985,0,485000
2,1,710,7200,1,0,0,3,710,0,1943,2002,215000
3,2,1910,5040,1.5,0,0,3,1910,0,1971,0,430000
4,2.5,1880,7965,2,0,0,3,1880,0,2000,0,324900
2,2,2280,641203,2,0,0,3,2280,0,1990,2009,849900
5,2.75,3100,10014,1,0,2,4,1660,1440,1973,0,975000
5,2.5,2350,4000,2,0,0,3,2350,0,1993,0,910000
3,1.75,1850,6869,1,0,2,5,1100,750,1919,1934,459950
3,2.5,2070,8337,2,0,0,3,2070,0,1997,0,325000
4,2.75,2020,7070,1,0,0,5,1010,1010,1958,0,513000
3,2.25,1580,12177,1,0,0,3,1200,380,1981,2013,475000
4,2.5,2690,7947,2,0,0,3,2690,0,1993,0,419000
4,2.5,2420,10285,1,0,4,3,1700,720,1958,2004,760000
5,1.5,2540,6660,2,0,3,4,2340,200,1954,1979,1120000
2,1,1150,30184,1,0,0,3,1150,0,1950,2005,129000
5,2.5,3210,12000,1,0,0,4,1830,1380,1968,0,725000
3,2.5,2040,4627,2,0,0,3,2040,0,1992,0,580000
3,2.25,1920,4833,1,0,0,4,1060,860,1921,0,385000
4,1.75,1900,10588,1,0,0,5,1900,0,1958,0,265000
3,2.5,4310,32093,1.5,0,4,5,2510,1800,1982,0,1735000
3,2.5,1070,1155,2,0,0,3,720,350,2005,0,330000
4,2.5,2790,43091,2,0,0,4,2790,0,1989,0,665000
3,2.5,2860,4442,2,0,0,3,2860,0,2000,0,799000
3,2,2250,8800,1,0,0,4,1250,1000,1925,1968,589000
2,2.25,3170,3000,2,0,2,5,1990,1180,1900,0,1695000
3,1,1460,7200,1,0,0,3,1260,200,1906,2014,538000
3,1,1540,3399,1.5,0,0,3,1200,340,1926,2003,530100
3,2,2910,6600,2,0,0,4,1920,990,1900,1988,718500
3,1.75,1180,13927,1,0,0,5,1180,0,1962,0,299000
3,1.75,1640,7437,1,0,0,3,1090,550,1948,1994,556000
4,2,1520,19672,1,0,0,3,1020,500,1920,1979,171000
5,3,3610,9775,2,0,0,3,3610,0,2003,0,540000
3,2.25,1400,3814,2,0,0,3,1400,0,2012,1912,250000
4,3.5,3200,3250,2,0,0,3,2670,530,2007,0,795000
3,3,1384,1287,2,0,0,3,1144,240,2006,0,575000
3,2.25,1410,1287,2,0,0,3,1290,120,2005,0,379500
4,2.5,2050,5276,2,0,0,3,2050,0,2006,0,385000
4,2.5,1750,4779,2,0,0,3,1750,0,2009,0,415500
3,2,1510,6710,1,0,0,3,1070,440,1972,2002,397500
3,2.5,1930,7214,2,0,0,3,1930,0,2005,0,530000
4,2.5,2960,41656,2,0,0,3,2960,0,1985,0,883000
5,2.75,2920,11880,1,0,0,5,1660,1260,1968,0,850000
2,1,1980,5000,1,0,0,4,1090,890,1923,0,496752
3,1.75,1430,8865,1,0,0,3,1430,0,1950,2005,330000
4,2.75,2450,4187,2,0,2,3,2450,0,2010,0,735000
4,2.75,2360,4924,2,0,0,3,2360,0,2008,0,525000
3,2.5,1890,4838,2,0,0,3,1730,160,2002,0,269950
3,1.75,2140,9484,1,0,0,3,1290,850,1953,0,650000
3,2,1900,8100,1,0,0,4,950,950,1940,2001,520500
4,2.5,2700,9122,2,0,0,3,2700,0,1990,2009,652500
5,3,2430,8000,1,0,0,4,1370,1060,1957,2001,506000
3,1,1110,12150,1,0,0,4,1110,0,1957,2001,416000
4,2.75,2280,15347,1,0,0,5,2280,0,1960,0,500000
3,1.75,1550,4708,1,0,0,4,860,690,1949,1985,460000
3,2,1530,8925,1,0,0,3,1530,0,1977,2004,371025
4,2.5,2440,28405,2,0,0,3,2440,0,2002,0,576000
4,2.25,1760,9602,2,0,0,3,1760,0,1987,2000,353500
4,2.25,3040,5000,2,0,3,4,2080,960,1926,1993,1735000
3,1.75,1070,8100,1,0,0,4,1070,0,1957,2001,183000
3,1.75,1990,5560,1,0,0,4,1100,890,1939,1989,763101
2,1.5,1090,4000,1,0,0,3,970,120,1951,1994,460000
4,1.5,1890,6938,1.5,0,0,3,1890,0,1919,2001,825000
3,1,1000,9150,1,0,0,3,1000,0,1969,2010,265000
3,1.75,1770,8235,1,0,0,3,1030,740,1960,2012,295000
4,3,2360,6250,1,0,2,3,1460,900,1960,2012,418000
3,3.5,3380,108900,2,0,0,3,2700,680,1999,0,554000
3,2.5,1700,3150,2,0,0,3,1700,0,2005,0,534500
2,1.75,1600,4000,1,0,0,5,850,750,1918,0,690000
4,2.5,2050,6360,2,0,0,3,2050,0,1988,2000,530000
2,1.75,1210,1040,2,0,0,3,1210,0,2014,0,357186
5,3,1940,6355,1,0,0,3,1200,740,2007,0,300000
4,2,1810,8750,1,0,0,2,1110,700,1967,0,304000
4,1.75,1690,4080,1,0,0,4,870,820,1984,0,385000
4,2,1800,2970,1,0,0,4,1000,800,1923,0,415000
4,3.5,3280,6603,2,0,0,3,3280,0,2007,0,963000
4,2.5,4290,175421,2,0,0,3,4290,0,2004,2003,792500
3,1.75,1150,9600,1,0,0,3,1150,0,1979,2014,309212
2,1.5,880,1805,2,0,0,3,880,0,1999,0,235000
3,1.5,1720,8100,2,0,0,3,1720,0,1907,1983,667000
3,1.5,1510,8000,1,0,0,4,1510,0,1956,0,470000
4,2,1240,3000,1,0,0,3,1040,200,1908,1988,375000
4,2,1580,9581,1,0,0,3,1580,0,1953,0,410000
4,2.25,2170,7737,2,0,0,3,2170,0,1987,2000,566000
4,2.75,2500,4950,2,0,0,3,2500,0,2010,0,680000
1,1,960,2640,1,0,0,3,760,200,1908,1988,332000
4,2.5,3030,8507,2,0,0,3,3030,0,2003,0,902000
3,1.75,1540,10800,1,0,0,5,770,770,1947,0,500000
3,1.75,1890,32340,1.5,0,3,3,1890,0,1976,0,445000
4,2.5,2810,9800,1,0,0,4,1710,1100,1973,0,825000
4,4,3530,8400,2,0,0,5,2630,900,1958,0,1095000
3,1,1100,8536,1,0,0,4,1100,0,1957,2001,277000
3,2.5,1940,9775,1,0,2,3,1440,500,1975,0,545000
3,2.5,2300,9521,2,0,0,3,2300,0,2003,0,435000
3,2.5,2110,3600,2,0,0,3,2110,0,2005,0,638000
4,1.5,1220,10580,1,0,0,3,1220,0,1965,1993,418000
3,1.75,1750,12325,1,0,0,4,1470,280,1968,0,499000
3,1.5,1230,8056,1,0,0,4,1230,0,1949,1985,150000
3,2.5,3100,23790,2,0,0,3,3100,0,2002,0,759950
3,2.5,1830,65340,1,0,0,3,1520,310,1991,0,427000
5,2.5,2640,7096,2,0,0,3,2640,0,2003,0,632500
6,1.75,1840,2774,1,0,0,3,1060,780,1900,2005,660000
4,2.5,3190,14565,2,0,0,3,3190,0,1990,2009,862000
2,1,1120,2000,1.5,0,0,3,1120,0,1910,2006,524000
3,1.5,1760,6723,1,0,0,3,1160,600,1958,2004,470000
3,2,1590,9912,2,0,0,3,1590,0,2000,0,385000
4,2.5,2120,9603,2,0,0,3,2120,0,1985,0,575000
4,2.5,2240,9826,1,0,0,4,1370,870,1988,0,220000
2,1,890,2100,1,0,0,4,760,130,1919,1985,460000
3,3.25,2940,5432,3,0,3,4,2440,500,1978,2000,1712500
3,1.5,1220,7300,1,0,0,3,1220,0,1973,2013,175000
3,2.25,2670,7500,1,0,0,4,1640,1030,1966,0,465000
3,1,1120,2300,1,0,0,4,820,300,1912,1989,552000
4,2.75,3130,139392,2,0,0,4,3130,0,1981,0,565000
4,2.5,1740,7500,1,0,0,4,1220,520,1976,1992,518000
4,3.5,3290,5414,2,0,1,3,2360,930,2006,0,899950
3,1,1770,5720,1.5,0,0,4,1140,630,1926,1993,373000
4,2.5,2960,5054,2,0,0,3,2960,0,2006,0,385000
2,1,1200,4880,1,0,0,3,980,220,1943,2002,245000
4,2,2400,6000,2,0,0,3,2400,0,1913,1945,375000
4,3.5,2690,6164,2,0,0,3,2690,0,2002,0,699850
6,2.25,3550,11780,1,0,0,4,2960,590,1948,0,450000
2,1.5,1310,12196,1.5,0,0,3,1310,0,1970,2014,455000
4,2.75,2610,4160,3,0,0,5,1910,700,1910,0,650000
5,2.5,2760,8015,1,0,0,4,1600,1160,1960,2001,378000
3,2,1410,7998,1,0,0,4,1410,0,1940,2001,220000
4,1.75,1960,7950,1,0,0,4,1960,0,1967,0,285500
3,2.5,1212,1174,3,0,0,3,1212,0,2004,2003,340000
4,1.5,2220,9496,1,0,0,4,1490,730,1954,1979,921000
4,2.5,2040,109336,1.5,0,0,4,2040,0,1973,0,375000
4,2.75,2800,19168,2,0,0,3,2800,0,1992,0,999000
3,1.5,2040,6000,1,0,0,3,1340,700,1957,2000,335000
4,2.5,3070,34412,1,0,3,4,2070,1000,1950,1983,1920000
2,1,830,26329,1,1,3,4,830,0,1928,0,385000
4,3.5,4140,7089,2,0,0,3,3160,980,2003,0,850000
5,2.5,2340,4500,2,0,0,3,2340,0,2009,0,429000
3,2.25,1420,1282,3,0,0,3,1420,0,2006,0,523950
3,2.75,2670,3738,1,0,0,3,1720,950,2013,1923,798800
3,2.5,1880,6008,2,0,0,3,1880,0,2009,0,284000
4,3.25,3450,6184,2,0,0,3,3450,0,2014,0,852880
3,2.25,1200,1400,3,0,0,3,1200,0,2005,0,320000
4,3.25,3430,9870,2,0,0,3,3430,0,2014,0,749995
3,2.5,1350,1186,2,0,0,3,1120,230,2007,0,468500
5,2.5,2570,9962,2,0,0,3,2570,0,2006,0,492500
4,3.5,2840,4637,3,0,0,3,2840,0,2008,0,685000
4,2.5,2650,5600,2,0,0,3,2650,0,2014,0,542525
3,2,1980,2674,3,0,0,3,1980,0,2007,0,435000
3,1.75,1280,7524,1.5,0,0,4,1280,0,1988,0,242000
4,2.5,2610,7091,2,0,0,3,2610,0,1987,2000,325000
5,2.75,3010,12611,2,0,0,3,3010,0,1994,0,837700
1,1,930,7129,1,0,0,3,930,0,1948,1994,210000
3,1.5,1180,7000,1,0,0,4,1180,0,1977,0,187500
5,1,1710,9100,1.5,0,0,4,1320,390,1926,1993,560000
3,2,1380,7476,1,0,0,3,1380,0,1989,0,272000
3,1.75,1190,7280,1,0,0,4,1190,0,1968,0,235000
3,2,1870,5909,1,0,0,3,1270,600,1986,0,259000
5,3.5,3130,4797,2,0,0,3,2570,560,2014,0,866059
2,1,900,5100,1,0,0,4,900,0,1909,1989,473000
3,1.5,1880,7400,1,0,0,3,1480,400,1968,1997,405000
4,4.25,3010,4887,2,0,3,4,1940,1070,1951,1996,870000
3,2.25,2280,5750,1,0,1,4,1150,1130,1985,0,475000
3,2.5,2970,21907,2,0,0,3,2970,0,1998,2006,499500
2,2.5,1620,3196,2,0,0,3,1620,0,2008,0,386000
4,1.5,1550,3000,1.5,0,0,3,1350,200,1918,0,458000
3,1.75,2240,78225,2,0,0,5,2240,0,1976,0,550000
3,2.5,2830,6536,2,0,0,3,2830,0,1989,0,605500
3,2.5,2890,21780,2,0,0,3,2890,0,2000,0,421000
4,2.25,1990,5948,2,0,0,3,1990,0,1991,0,536000
3,1.75,1370,8719,1,0,0,3,1370,0,1982,0,247200
2,1.5,1088,1360,2,0,0,3,1088,0,1983,2009,250000
4,1.75,1740,9344,1,0,0,3,1180,560,1978,0,204950
3,2,1730,9000,1,0,0,3,1370,360,1978,0,430000
4,2.5,1800,8100,2,0,0,3,1800,0,1998,2006,250000
3,1.75,1440,12888,1,0,2,3,1090,350,1958,2004,260000
4,1,1720,2800,1.5,0,0,4,1200,520,1926,1993,547000
5,3.5,2800,7350,2,0,0,3,2800,0,1995,0,379900
3,2.5,2300,6009,1,0,0,3,2300,0,2005,0,738500
4,2.25,2030,11585,1,0,0,4,1590,440,1967,0,545000
2,1,740,6180,1,0,0,3,740,0,1948,1994,342000
5,6.75,9640,13068,1,1,4,3,4820,4820,1983,2009,4668000
4,1,1920,13787,1,0,0,4,1220,700,1966,0,170000
4,2.5,2490,12929,2,0,0,3,2490,0,1983,2009,616000
3,2,1380,4800,1,0,0,3,1380,0,1948,1994,640000
3,2.5,1530,9406,1,0,0,3,1270,260,1993,0,332000
3,3.25,2420,1923,2,0,2,3,1840,580,2006,0,1010000
4,2.5,2150,37647,2,0,0,3,2150,0,1991,0,380000
4,2,1610,9600,1,0,0,5,1610,0,1967,0,415000
4,3.5,2650,3060,2,0,0,3,2060,590,2001,0,1008000
4,2.75,2700,35362,2,0,0,5,2700,0,1976,0,669000
3,1.5,1270,20700,1,0,0,2,1150,120,1948,0,260000
4,2.75,3150,38865,1,0,0,3,2480,670,1986,0,854000
3,2.25,2010,10760,2,0,0,3,2010,0,1985,0,605000
3,1,860,5060,1.5,0,0,3,860,0,1927,2011,320000
3,2,1410,7466,1,0,0,3,1410,0,1983,2009,229950
3,1.75,1700,7532,1,0,0,3,1700,0,1987,2000,255000
4,2.5,2570,6251,2,0,0,3,2570,0,2000,0,1170000
2,2.25,1230,932,2,0,0,3,1020,210,2004,2003,479000
4,3.5,4170,9748,2,0,0,3,4170,0,2004,2003,1200000
3,2.5,1180,1262,3,0,0,3,1180,0,2010,0,472000
3,1.5,1430,7347,1,0,0,3,820,610,1980,0,198000
4,2,1450,8400,1.5,0,0,4,1450,0,1962,0,440000
3,1.75,2180,7700,1,0,0,3,1480,700,1961,2004,506000
4,2.5,2210,7079,2,0,0,3,2210,0,1993,0,382500
2,1.5,1480,7276,1,0,0,4,940,540,1978,2000,269500
3,2,2340,3477,1,0,1,5,1170,1170,1971,0,560000
4,3.5,3860,18334,2,0,0,3,3120,740,1996,0,840000
3,2.75,2300,4637,2,0,0,3,2300,0,2008,0,479500
3,1.5,1450,7375,1,0,0,3,1010,440,1968,1997,402000
2,2.5,1380,953,3,0,0,3,1380,0,2006,0,549000
4,2.5,2470,3811,2,0,0,3,2470,0,1999,0,449950
4,1.75,2030,18295,1.5,0,0,4,2030,0,1975,0,493000
4,0.75,1440,13300,1,0,0,3,1440,0,1948,1994,142500
3,1.75,1160,6134,1,0,0,3,1160,0,1998,2006,250000
3,1,1580,3840,2,0,0,3,1580,0,1908,1988,729000
2,2.75,1430,1425,2,0,0,3,995,435,2006,0,465000
2,2,1494,19271,2,1,4,3,1494,0,1943,1997,465000
4,2.25,1930,7207,1,0,0,4,1360,570,1988,0,280000
6,1.75,2740,6360,1,0,3,3,1370,1370,1953,0,675000
3,2,1880,3800,1,0,0,5,1030,850,1927,0,667500
3,2.5,2590,7720,2,0,0,3,2590,0,1988,2000,809000
3,2.25,2140,11266,2,0,0,3,2140,0,1986,0,400000
4,2,1870,6000,1.5,0,0,3,1870,0,1956,2001,310000
2,1,1230,3800,1,0,0,3,1230,0,1928,1954,435000
4,2.5,2340,6896,2,0,0,3,2340,0,2001,0,465950
3,2.25,2880,7599,1,0,2,3,1710,1170,1958,2002,1538000
3,1.5,880,6600,1,0,0,5,880,0,1945,0,253000
3,2.5,3040,7232,2,0,0,3,3040,0,2003,0,330000
4,1,1120,7104,1.5,0,0,3,1120,0,1946,0,554000
3,2,1380,3600,3,0,0,3,1380,0,2013,1923,350000
4,2.5,1660,9760,2,0,0,3,1660,0,1994,0,294999
3,2.75,2500,5568,2,0,0,5,2500,0,1905,0,1185001
4,2.5,2940,10382,2,0,0,4,2940,0,1991,0,752000
4,2.5,1670,3315,2,0,0,3,1670,0,2005,0,451000
4,2.75,2630,7505,2,0,0,3,2630,0,1994,0,725000
4,2.75,2250,7412,1,0,0,4,1480,770,1975,0,345000
3,1,1320,7000,1,0,0,4,1320,0,1967,0,206000
4,3.75,4100,22798,1.5,0,3,5,2540,1560,1934,1979,2027000
3,3.25,4340,4947,2,0,3,3,3060,1280,1993,0,2475000
4,3,3700,20570,1,0,0,4,1850,1850,1976,1992,1728000
5,2,2700,10875,1,0,0,4,1540,1160,1962,0,580000
3,1,980,7200,1,0,0,4,980,0,1950,1983,430000
4,2.5,2650,11520,2,0,0,3,2110,540,1988,2000,720000
7,4.25,3670,4000,2,0,1,3,2800,870,1964,2000,824000
3,1.75,2960,12420,1,0,2,4,1480,1480,1952,0,936000
4,2.75,3070,7201,2,0,0,3,3070,0,2006,0,535000
3,2.5,1413,3600,2,0,0,3,1413,0,2011,0,286800
2,2.5,1260,1347,3,0,0,3,1260,0,2005,0,350000
3,2.5,1680,2229,2,0,0,3,1680,0,2007,0,345000
3,2.25,1230,1238,2,0,0,3,1080,150,2009,0,435000
3,3.5,4360,6240,2,0,3,3,2960,1400,2008,0,1555000
4,4,4420,16526,2,0,0,3,4420,0,2013,1923,1325000
3,3.25,2770,6278,2,0,0,3,1980,790,2006,0,461000
3,2.25,2910,10204,2,0,0,3,2910,0,1990,2009,770000
4,3.25,4290,12103,1,0,3,3,2690,1600,1997,0,1384000
3,2.5,1600,26977,2,0,0,3,1600,0,2005,0,330000
4,2.5,1820,6753,2,0,0,3,1820,0,1994,0,322500
6,5,6050,230652,2,0,3,3,6050,0,2001,0,1600000
3,1.75,1700,8432,1,0,0,3,1230,470,1977,2004,475000
2,1,790,11234,1,0,0,4,790,0,1942,1982,250275
3,2.25,1720,9000,1,0,0,4,1320,400,1969,0,274500
3,1,990,10723,1,0,0,5,990,0,1960,0,284950
4,1.75,1770,9011,1,0,0,5,1050,720,1983,0,264950
3,2,1260,8092,1,0,0,3,1260,0,1986,0,242000
4,2.5,3640,10576,2,0,0,3,3640,0,1999,0,913000
3,1.75,2040,6000,1,0,0,5,1120,920,1958,0,555000
4,1.75,1980,10800,1,0,0,5,990,990,1948,1985,711000
5,2.5,3600,17300,1,0,0,4,2410,1190,1968,0,403500
4,2.5,4270,43386,1,0,0,3,2680,1590,1991,0,975000
4,2,2030,9600,1.5,0,0,3,1430,600,1947,2012,253779
3,3.25,1689,1388,3,0,0,3,1689,0,2008,0,384400
5,2.75,2870,4461,1,0,0,3,1650,1220,1976,0,646000
3,1.75,1270,4800,1,0,0,3,1270,0,1952,2014,415000
4,2.5,2790,7938,2,0,0,3,2790,0,1997,0,764000
5,3.25,3850,16249,2,0,2,3,3030,820,2002,0,507000
3,2.5,1560,9361,1.5,0,0,4,1360,200,1936,0,545500
3,1.75,1180,4080,1,0,0,4,760,420,1928,0,450000
4,1.75,1820,8118,1,0,0,4,1080,740,1980,0,264000
5,1.75,1260,4500,1.5,0,0,3,1260,0,1926,2003,650000
3,2.5,2640,6715,2,0,0,3,1680,960,1991,0,365000
2,1,1100,4200,1,0,0,3,1100,0,1954,2005,343566
3,2.5,1950,6871,2,0,0,3,1950,0,1997,0,375000
3,2,1380,8682,1,0,0,4,1380,0,1966,0,295000
3,2.75,2200,7000,1,0,0,4,1280,920,1977,0,325000
4,1.5,2050,7100,1,0,0,3,1050,1000,1963,2008,265000
5,3,2795,15101,2,0,0,3,2795,0,1996,0,562000
4,2.5,2050,34222,2,0,0,4,2050,0,1989,0,540000
4,3,6430,27517,2,0,0,3,6430,0,2001,0,4489000
5,1.75,2150,7171,1,0,0,4,1460,690,1970,0,279950
3,1.75,1970,8200,1,0,0,5,1420,550,1963,0,540000
4,2.5,2660,12672,1,0,0,4,1740,920,1960,2001,310000
1,1,720,4800,1,0,0,3,720,0,1914,1996,190000
4,2.5,2410,4780,2,0,0,3,2410,0,2000,0,440000
3,2,2020,5500,1.5,0,3,3,1790,230,1937,1999,1400000
2,1,1080,9435,1,0,0,3,1080,0,1958,2004,230000
3,1.75,1180,14292,1,0,0,3,1180,0,1981,2013,455000
2,1,660,5000,1,0,0,3,660,0,1915,0,175000
3,1.75,2920,9370,1,0,0,4,1620,1300,1981,0,650000
4,4.25,4850,12445,2,1,4,5,3850,1000,1989,0,3000000
3,1,1080,8580,1.5,0,0,3,1080,0,1900,2005,192500
3,1.75,1670,6900,1,0,0,3,1170,500,1978,0,239950
6,1,1370,5080,1.5,0,0,3,1120,250,1931,0,175000
5,3.5,3450,28324,1,0,0,5,2350,1100,1972,0,850000
4,2,1970,10500,1,0,0,3,1820,150,1961,2004,410000
4,2.5,2290,6738,2,0,0,3,2290,0,1996,0,570000
5,2.5,2240,7543,1,0,0,3,1140,1100,1966,1963,469000
2,1,1240,6400,1,0,1,4,1060,180,1938,0,559000
3,2.5,2420,43177,2,0,4,4,1690,730,1989,0,739888
5,3.5,3260,58806,2,0,0,4,3260,0,1969,0,568450
2,1,670,10920,1,0,0,3,670,0,1942,1999,240000
5,3.25,3160,10000,2,0,0,4,3160,0,1980,0,574950
3,2.25,1990,6350,2,0,0,3,1990,0,1967,2011,180000
4,3.5,4680,9700,2,0,0,3,3360,1320,2005,0,1160000
3,2.5,1700,3575,2,0,0,3,1700,0,2000,0,300000
4,2.5,2807,9430,2,0,0,3,2807,0,1996,0,630000
4,1.75,1770,9375,1,0,0,4,1170,600,1968,0,507000
4,2.5,2570,9000,1,0,0,4,1590,980,1979,0,287500
3,3,3450,16200,2,0,0,3,3450,0,1983,2009,688000
3,2,1670,7700,1,0,0,3,1170,500,1972,2002,424000
3,1.75,1050,6150,1.5,0,0,4,950,100,1928,0,400000
4,2.5,1910,7683,2,0,0,3,1910,0,1987,2000,620000
3,1,910,7700,1,0,0,4,910,0,1971,0,300000
5,2.25,2480,12070,2,0,0,3,2480,0,1978,0,615000
2,1.5,1820,8867,2,0,0,3,1820,0,1921,2000,206000
4,2.5,2920,7700,2,0,0,3,2920,0,2003,0,515500
5,2.25,1870,11411,1,0,0,4,1170,700,1961,2001,554000
4,3.5,3810,9792,2,0,0,3,3810,0,1938,2013,825000
4,2.25,2190,4080,2,0,0,3,1800,390,1918,0,855000
3,2.5,1730,6368,2,0,0,3,1730,0,1993,0,315000
5,2.5,2220,9360,1,0,0,4,1110,1110,1968,0,299000
3,1.5,1320,8114,1,0,0,3,1320,0,1951,1994,650000
3,1.75,1510,4800,1,0,2,3,860,650,1925,2011,465000
3,2,2120,4080,2,0,0,3,2120,0,2003,0,535000
2,2,1690,4500,1,0,0,3,1690,0,2004,2003,564000
3,3.5,1360,1419,2,0,0,3,1040,320,2007,0,515000
4,2.5,3250,5000,2,0,0,3,3250,0,2008,0,580000
3,2.25,1490,1294,2,0,0,3,1220,270,2010,0,309000
3,1.75,1930,6360,1,0,0,3,1930,0,2013,1923,536751
4,2.5,2020,5501,2,0,0,3,2020,0,2010,0,415000
3,2.25,1584,2800,2,0,0,3,1584,0,2012,1912,267000
4,2.5,3170,8523,2,0,0,3,3170,0,2008,0,820000
